150603,0477,150600,巴什,b,bs,bashi,,区
150700,0470,150000,呼伦贝尔,h,hlbe,hulunbeier,,市
150702,0470,150700,海拉尔,h,hle,hailaer,,区
150721,0470,150700,阿荣,a,ar,arong,,旗
150722,0470,150700,莫力达瓦,m,mldw,molidawa,达斡尔族,自治旗
150723,0470,150700,鄂伦春,e,elc,elunchun,,自治旗
150724,0470,150700,鄂温克族,e,ewkz,ewenkezu,,自治旗
150725,0470,150700,陈巴尔虎,c,cbeh,chenbaerhu,,旗
150726,0470,150700,新巴尔虎左,x,xbehz,xinbaerhuzuo,,旗
150727,0470,150700,新巴尔虎右,x,xbehy,xinbaerhuyou,,旗
150781,0470,150700,满洲里,m,mzl,manzhouli,,市
150782,0470,150700,牙克石,y,yks,yakeshi,,市
150783,0470,150700,扎兰屯,z,zlt,zhalantun,,市
150784,0470,150700,额尔古纳,e,eegn,eerguna,,市
150785,0470,150700,根河,g,gh,genhe,,市
150800,0478,150000,巴彦淖尔,b,byne,bayannaoer,,市
150802,0478,150800,临河,l,lh,linhe,,区
150821,0478,150800,五原,w,wy,wuyuan,,县
150822,0478,150800,磴口,d,dk,dengkou,,县
150823,0478,150800,乌拉特前,w,wltq,wulateqian,,旗
150824,0478,150800,乌拉特中,w,wltz,wulatezhong,,旗
150825,0478,150800,乌拉特后,w,wlth,wulatehou,,旗
150826,0478,150800,杭锦后,h,hjh,hangjinhou,,旗
150900,0474,150000,乌兰察布,w,wlcb,wulanchabu,,市
150902,0474,150900,集宁,j,jn,jining,,区
150921,0474,150900,卓资,z,zz,zhuozi,,县
150922,0474,150900,化德,h,hd,huade,,县
150923,0474,150900,商都,s,sd,shangdu,,县
150924,0474,150900,兴和,x,xh,xinghe,,县
150925,0474,150900,凉城,l,lc,liangcheng,,县
150926,0474,150900,察哈尔右翼前,c,cheyyq,chahaeryouyiqian,,旗
150927,0474,150900,察哈尔右翼中,c,cheyyz,chahaeryouyizhong,,旗
150928,0474,150900,察哈尔右翼后,c,cheyyh,chahaeryouyihou,,旗
150929,0474,150900,四子王,s,szw,siziwang,,旗
150981,0474,150900,丰镇,f,fz,fengzhen,,市
152200,0482,150000,兴安,x,xa,xingan,,盟
152201,0482,152200,乌兰浩特,w,wlht,wulanhaote,,市
152202,0482,152200,阿尔山,a,aes,aershan,,市
152221,0482,152200,科尔沁右翼前,k,keqyyq,keerqinyouyiqian,,旗
152222,0482,152200,科尔沁右翼中,k,keqyyz,keerqinyouyizhong,,旗
152223,0482,152200,扎赉特,z,zlt,zhalaite,,旗
152224,0482,152200,突泉,t,tq,tuquan,,县
152500,0479,150000,锡林郭勒,x,xlgl,xilinguole,,盟
152501,0479,152500,二连浩特,e,elht,erlianhaote,,市
152502,0479,152500,锡林浩特,x,xlht,xilinhaote,,市
152522,0479,152500,阿巴嘎,a,abg,abaga,,旗
152523,0479,152500,苏尼特左,s,sntz,sunitezuo,,旗
152524,0479,152500,苏尼特右,s,snty,suniteyou,,旗
152525,0479,152500,东乌珠穆沁,d,dwzmq,dongwuzhumuqin,,旗
152526,0479,152500,西乌珠穆沁,x,xwzmq,xiwuzhumuqin,,旗
152527,0479,152500,太仆寺,t,tps,taipusi,,旗
152528,0479,152500,镶黄,x,xh,xianghuang,,旗
152529,0479,152500,正镶白,z,zxb,zhengxiangbai,,旗
152530,0479,152500,正蓝,z,zl,zhenglan,,旗
152531,0479,152500,多伦,d,dl,duolun,,县
152900,0483,150000,阿拉善,a,als,alashan,,盟
152921,0483,152900,阿拉善左,a,alsz,alashanzuo,,旗
152922,0483,152900,阿拉善右,a,alsy,alashanyou,,旗
152923,0483,152900,额济纳,e,ejn,ejina,,旗
210000,,0,辽宁,l,ln,liaoning,,省
210100,024,210000,沈阳,s,sy,shenyang,,市
210102,024,210100,和平,h,hp,heping,,区
210103,024,210100,沈河,s,sh,shenhe,,区
210104,024,210100,大东,d,dd,dadong,,区
210105,024,210100,皇姑,h,hg,huanggu,,区
210106,024,210100,铁西,t,tx,tiexi,,区
210111,024,210100,苏家屯,s,sjt,sujiatun,,区
210112,024,210100,浑南,h,hn,hunnan,,区
210113,024,210100,沈北新区,s,sbxq,shenbeixinqu,,
